club_name,club_number_player,club_avg_age,club_league,club_number_foreign_players,club_number_national_players,club_stadium,club_stadium_seats,club_current_transfer_balance,player_position,player_number,player_name,player_dob,player_country,player_value,player_age,club_country,club_internationality,player_position_scale,player_international
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Torwart,31,Ederson,1993-08-17,Brasilien,40000000.0,29,England,very international,1,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Torwart,18,Stefan Ortega,1992-11-06,Deutschland,9000000.0,30,England,very international,1,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Torwart,13,Zack Steffen,1995-04-02,Vereinigte Staaten,3500000.0,28,England,very international,1,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Torwart,33,Scott Carson,1985-09-03,England,200000.0,37,England,very international,1,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,3,Rúben Dias,1997-05-14,Portugal,80000000.0,26,England,very international,2,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,24,Josko Gvardiol,2002-01-23,Kroatien,75000000.0,21,England,very international,2,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,6,Nathan Aké,1995-02-18,Niederlande,42000000.0,28,England,very international,2,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,5,John Stones,1994-05-28,England,40000000.0,29,England,very international,2,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,25,Manuel Akanji,1995-07-19,Schweiz,38000000.0,28,England,very international,2,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,14,Aymeric Laporte,1994-05-27,Spanien,25000000.0,29,England,very international,2,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,78,Taylor Harwood-Bellis,2002-01-30,England,25000000.0,21,England,very international,2,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,21,Sergio Gómez,2000-09-04,Spanien,13000000.0,22,England,very international,2,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,7,João Cancelo,1994-05-27,Portugal,50000000.0,29,England,very international,2,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,82,Rico Lewis,2004-11-21,England,20000000.0,18,England,very international,2,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Abwehr,2,Kyle Walker,1990-05-28,England,13000000.0,33,England,very international,2,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Mittelfeld,16,Rodri,1996-06-22,Spanien,90000000.0,27,England,very international,3,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Mittelfeld,4,Kalvin Phillips,1995-12-02,England,32000000.0,27,England,very international,3,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Mittelfeld,32,Máximo Perrone,2003-01-07,Argentinien,10000000.0,20,England,very international,3,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Mittelfeld,8,Mateo Kovacic,1994-05-06,Kroatien,38000000.0,29,England,very international,3,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Mittelfeld,87,James McAtee,2002-10-18,England,12000000.0,20,England,very international,3,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Mittelfeld,20,Bernardo Silva,1994-08-10,Portugal,80000000.0,29,England,very international,3,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Mittelfeld,17,Kevin De Bruyne,1991-06-28,Belgien,70000000.0,32,England,very international,3,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Mittelfeld,80,Cole Palmer,2002-05-06,England,18000000.0,21,England,very international,3,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Sturm,47,Phil Foden,2000-05-28,England,110000000.0,23,England,very international,4,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Sturm,10,Jack Grealish,1995-09-10,England,75000000.0,27,England,very international,4,0
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Sturm,9,Erling Haaland,2000-07-21,Norwegen,180000000.0,23,England,very international,4,1
Manchester City,27,26.3,Premier League,17,19,Etihad Stadium,55017,-79100000.0,Sturm,19,Julián Álvarez,2000-01-31,Argentinien,60000000.0,23,England,very international,4,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Torwart,1,Aaron Ramsdale,1998-05-14,England,40000000.0,25,England,very international,1,0
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Torwart,33,Arthur Okonkwo,2001-09-09,England,2000000.0,21,England,very international,1,0
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Torwart,13,Rúnar Alex Rúnarsson,1995-02-18,Island,1500000.0,28,England,very international,1,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Torwart,31,Karl Hein,2002-04-13,Estland,1500000.0,21,England,very international,1,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,2,William Saliba,2001-03-24,Frankreich,65000000.0,22,England,very international,2,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,6,Gabriel Magalhães,1997-12-19,Brasilien,55000000.0,25,England,very international,2,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,12,Jurrien Timber,2001-06-17,Niederlande,42000000.0,22,England,very international,2,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,15,Jakub Kiwior,2000-02-15,Polen,25000000.0,23,England,very international,2,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,16,Rob Holding,1995-09-20,England,8000000.0,27,England,very international,2,0
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,35,Oleksandr Zinchenko,1996-12-15,Ukraine,42000000.0,26,England,very international,2,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,3,Kieran Tierney,1997-06-05,Schottland,25000000.0,26,England,very international,2,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,20,Nuno Tavares,2000-01-26,Portugal,18000000.0,23,England,very international,2,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,4,Ben White,1997-10-08,England,55000000.0,25,England,very international,2,0
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,18,Takehiro Tomiyasu,1998-11-05,Japan,25000000.0,24,England,very international,2,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Abwehr,17,Cédric Soares,1991-08-31,Portugal,3000000.0,31,England,very international,2,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Mittelfeld,41,Declan Rice,1999-01-14,England,90000000.0,24,England,very international,3,0
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Mittelfeld,5,Thomas Partey,1993-06-13,Ghana,35000000.0,30,England,very international,3,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Mittelfeld,20,Jorginho,1991-12-20,Italien,25000000.0,31,England,very international,3,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Mittelfeld,25,Mohamed Elneny,1992-07-11,Ägypten,6000000.0,31,England,very international,3,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Mittelfeld,23,Albert Sambi Lokonga,1999-10-22,Belgien,15000000.0,23,England,very international,3,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Mittelfeld,8,Martin Ødegaard,1998-12-17,Norwegen,90000000.0,24,England,very international,3,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Mittelfeld,29,Kai Havertz,1999-06-11,Deutschland,55000000.0,24,England,very international,3,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Mittelfeld,10,Emile Smith Rowe,2000-07-28,England,35000000.0,23,England,very international,3,0
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Mittelfeld,21,Fábio Vieira,2000-05-30,Portugal,25000000.0,23,England,very international,3,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Sturm,11,Gabriel Martinelli,2001-06-18,Brasilien,80000000.0,22,England,very international,4,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Sturm,19,Leandro Trossard,1994-12-04,Belgien,35000000.0,28,England,very international,4,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Sturm,7,Bukayo Saka,2001-09-05,England,120000000.0,21,England,very international,4,0
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Sturm,0,Nicolas Pépé,1995-05-29,Elfenbeinküste,18000000.0,28,England,very international,4,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Sturm,24,Reiss Nelson,1999-12-10,England,12000000.0,23,England,very international,4,0
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Sturm,27,Marquinhos,2003-04-07,Brasilien,12000000.0,20,England,very international,4,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Sturm,9,Gabriel Jesus,1997-04-03,Brasilien,75000000.0,26,England,very international,4,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Sturm,26,Folarin Balogun,2001-07-03,Vereinigte Staaten,30000000.0,22,England,very international,4,1
FC Arsenal,33,24.7,Premier League,24,22,Emirates Stadium,60704,-197750000.0,Sturm,14,Eddie Nketiah,1999-05-30,England,25000000.0,24,England,very international,4,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Torwart,99,Gianluigi Donnarumma,1999-02-25,Italien,45000000.0,24,Frankreich,very international,1,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Torwart,40,Arnau Tenas,2001-05-30,Spanien,5000000.0,22,Frankreich,very international,1,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Torwart,1,Keylor Navas,1986-12-15,Costa Rica,4000000.0,36,Frankreich,very international,1,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Torwart,16,Sergio Rico,1993-09-01,Spanien,3000000.0,29,Frankreich,very international,1,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Torwart,30,Alexandre Letellier,1990-12-11,Frankreich,300000.0,32,Frankreich,very international,1,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,5,Marquinhos,1994-05-14,Brasilien,65000000.0,29,Frankreich,very international,2,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,37,Milan Skriniar,1995-02-11,Slowakei,50000000.0,28,Frankreich,very international,2,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,21,Lucas Hernández,1996-02-14,Frankreich,45000000.0,27,Frankreich,very international,2,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,3,Presnel Kimpembe,1995-08-13,Frankreich,28000000.0,27,Frankreich,very international,2,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,22,Abdou Diallo,1996-05-04,Senegal,10000000.0,27,Frankreich,very international,2,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,25,Nuno Mendes,2002-06-19,Portugal,65000000.0,21,Frankreich,very international,2,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,14,Juan Bernat,1993-03-01,Spanien,10000000.0,30,Frankreich,very international,2,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,32,Layvin Kurzawa,1992-09-04,Frankreich,3000000.0,30,Frankreich,very international,2,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,36,Serif Nhaga,2005-09-01,Portugal,150000.0,17,Frankreich,very international,2,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,2,Achraf Hakimi,1998-11-04,Marokko,65000000.0,24,Frankreich,very international,2,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,26,Nordi Mukiele,1997-11-01,Frankreich,18000000.0,25,Frankreich,very international,2,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,29,Timothée Pembélé,2002-09-09,Frankreich,5000000.0,20,Frankreich,very international,2,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Abwehr,0,Colin Dagba,1998-09-09,Frankreich,4500000.0,24,Frankreich,very international,2,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,4,Manuel Ugarte,2001-04-11,Uruguay,50000000.0,22,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,0,Leandro Paredes,1994-06-29,Argentinien,12000000.0,29,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,15,Danilo Pereira,1991-09-09,Portugal,10000000.0,31,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,17,Vitinha,2000-02-13,Portugal,42000000.0,23,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,6,Marco Verratti,1992-11-05,Italien,40000000.0,30,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,8,Fabián Ruiz,1996-04-03,Spanien,32000000.0,27,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,28,Carlos Soler,1997-01-02,Spanien,25000000.0,26,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,33,Warren Zaïre-Emery,2006-03-08,Frankreich,20000000.0,17,Frankreich,very international,3,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,18,Renato Sanches,1997-08-18,Portugal,15000000.0,25,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,0,Georginio Wijnaldum,1990-11-11,Niederlande,8000000.0,32,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,38,Edouard Michut,2003-03-04,Frankreich,2500000.0,20,Frankreich,very international,3,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,27,Cher Ndour,2004-07-27,Italien,1500000.0,19,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,19,Kang-in Lee,2001-02-19,Südkorea,22000000.0,22,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Mittelfeld,35,Ismaël Gharbi,2004-04-10,Spanien,5000000.0,19,Frankreich,very international,3,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Sturm,10,Neymar,1992-02-05,Brasilien,60000000.0,31,Frankreich,very international,4,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Sturm,34,Julian Draxler,1993-09-20,Deutschland,6000000.0,29,Frankreich,very international,4,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Sturm,11,Marco Asensio,1996-01-21,Spanien,25000000.0,27,Frankreich,very international,4,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Sturm,7,Kylian Mbappé,1998-12-20,Frankreich,180000000.0,24,Frankreich,very international,4,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Sturm,9,Gonçalo Ramos,2001-06-20,Portugal,50000000.0,22,Frankreich,very international,4,1
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Sturm,44,Hugo Ekitiké,2002-06-20,Frankreich,20000000.0,21,Frankreich,very international,4,0
FC Paris Saint-Germain,39,25.3,Ligue 1,27,22,Parc des Princes,49691,-128000000.0,Sturm,39,Ilyes Housni,2005-05-14,Frankreich,3500000.0,18,Frankreich,very international,4,0
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Torwart,1,Thibaut Courtois,1992-05-11,Belgien,45000000.0,31,Spanien,very international,1,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Torwart,13,Andriy Lunin,1999-02-11,Ukraine,5000000.0,24,Spanien,very international,1,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Abwehr,3,Éder Militão,1998-01-18,Brasilien,70000000.0,25,Spanien,very international,2,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Abwehr,4,David Alaba,1992-06-24,Österreich,40000000.0,31,Spanien,very international,2,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Abwehr,22,Antonio Rüdiger,1993-03-03,Deutschland,32000000.0,30,Spanien,very international,2,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Abwehr,6,Nacho Fernández,1990-01-18,Spanien,6000000.0,33,Spanien,very international,2,0
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Abwehr,23,Ferland Mendy,1995-06-08,Frankreich,25000000.0,28,Spanien,very international,2,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Abwehr,20,Fran García,1999-08-14,Spanien,12000000.0,23,Spanien,very international,2,0
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Abwehr,2,Daniel Carvajal,1992-01-11,Spanien,12000000.0,31,Spanien,very international,2,0
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Abwehr,17,Lucas Vázquez,1991-07-01,Spanien,8000000.0,32,Spanien,very international,2,0
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Abwehr,16,Álvaro Odriozola,1995-12-14,Spanien,5000000.0,27,Spanien,very international,2,0
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,18,Aurélien Tchouaméni,2000-01-27,Frankreich,85000000.0,23,Spanien,very international,3,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,5,Jude Bellingham,2003-06-29,England,120000000.0,20,Spanien,very international,3,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,15,Federico Valverde,1998-07-22,Uruguay,100000000.0,25,Spanien,very international,3,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,12,Eduardo Camavinga,2002-11-10,Frankreich,85000000.0,20,Spanien,very international,3,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,8,Toni Kroos,1990-01-04,Deutschland,15000000.0,33,Spanien,very international,3,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,19,Dani Ceballos,1996-08-07,Spanien,12000000.0,27,Spanien,very international,3,0
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,10,Luka Modric,1985-09-09,Kroatien,10000000.0,37,Spanien,very international,3,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,21,Brahim Díaz,1999-08-03,Spanien,20000000.0,24,Spanien,very international,3,0
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,24,Arda Güler,2005-02-25,Türkei,15000000.0,18,Spanien,very international,3,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Mittelfeld,30,Reinier,2002-01-19,Brasilien,2000000.0,21,Spanien,very international,3,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Sturm,7,Vinicius Junior,2000-07-12,Brasilien,150000000.0,23,Spanien,very international,4,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Sturm,11,Rodrygo,2001-01-09,Brasilien,100000000.0,22,Spanien,very international,4,1
Real Madrid,24,26.7,LaLiga,16,19,Santiago Bernabéu,81044,-124500000.0,Sturm,14,Joselu,1990-03-27,Spanien,6000000.0,33,Spanien,very international,4,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Torwart,31,Robert Sánchez,1997-11-18,Spanien,22000000.0,25,England,very international,1,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Torwart,1,Kepa Arrizabalaga,1994-10-03,Spanien,18000000.0,28,England,very international,1,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Torwart,13,Marcus Bettinelli,1992-05-24,England,1500000.0,31,England,very international,1,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,33,Wesley Fofana,2000-12-17,Frankreich,55000000.0,22,England,very international,2,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,5,Benoît Badiashile,2001-03-26,Frankreich,40000000.0,22,England,very international,2,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,26,Levi Colwill,2003-02-26,England,35000000.0,20,England,very international,2,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,2,Axel Disasi,1998-03-11,Frankreich,30000000.0,25,England,very international,2,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,14,Trevoh Chalobah,1999-07-05,England,18000000.0,24,England,very international,2,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,0,Malang Sarr,1999-01-23,Frankreich,6000000.0,24,England,very international,2,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,6,Thiago Silva,1984-09-22,Brasilien,2000000.0,38,England,very international,2,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,3,Marc Cucurella,1998-07-22,Spanien,35000000.0,25,England,very international,2,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,21,Ben Chilwell,1996-12-21,England,35000000.0,26,England,very international,2,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,29,Ian Maatsen,2002-03-10,Niederlande,12000000.0,21,England,very international,2,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,67,Lewis Hall,2004-09-08,England,10000000.0,18,England,very international,2,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,24,Reece James,1999-12-08,England,65000000.0,23,England,very international,2,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Abwehr,27,Malo Gusto,2003-05-19,Frankreich,25000000.0,20,England,very international,2,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Mittelfeld,8,Enzo Fernández,2001-01-17,Argentinien,80000000.0,22,England,very international,3,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Mittelfeld,20,Andrey Santos,2004-05-03,Brasilien,15000000.0,19,England,very international,3,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Mittelfeld,16,Lesley Ugochukwu,2004-03-26,Frankreich,9000000.0,19,England,very international,3,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Mittelfeld,23,Conor Gallagher,2000-02-06,England,32000000.0,23,England,very international,3,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Mittelfeld,18,Christopher Nkunku,1997-11-14,Frankreich,80000000.0,25,England,very international,3,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Mittelfeld,17,Carney Chukwuemeka,2003-10-20,England,15000000.0,19,England,very international,3,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Sturm,7,Raheem Sterling,1994-12-08,England,55000000.0,28,England,very international,4,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Sturm,10,Mykhaylo Mudryk,2001-01-05,Ukraine,50000000.0,22,England,very international,4,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Sturm,0,Callum Hudson-Odoi,2000-11-07,England,15000000.0,22,England,very international,4,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Sturm,11,Noni Madueke,2002-03-10,England,30000000.0,21,England,very international,4,0
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Sturm,0,Hakim Ziyech,1993-03-19,Marokko,16000000.0,30,England,very international,4,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Sturm,0,Romelu Lukaku,1993-05-13,Belgien,40000000.0,30,England,very international,4,1
FC Chelsea,30,23.8,Premier League,19,18,Stamford Bridge,40853,46900000.0,Sturm,15,Nicolas Jackson,2001-06-20,Senegal,30000000.0,22,England,very international,4,1
