club_name,club_number_player,club_avg_age,club_league,club_number_foreign_players,club_number_national_players,club_stadium,club_stadium_seats,club_current_transfer_balance,player_position,player_number,player_name,player_dob,player_country,player_value,player_age,club_country,club_internationality,player_position_scale,player_international
FC Brentford,28,25.6,Premier League,21,16,Brentford Community Stadium,17250,-58350000.0,Sturm,7,Sergi Canós,1997-02-02,Spanien,9000000.0,26,England,very international,4,1
FC Brentford,28,25.6,Premier League,21,16,Brentford Community Stadium,17250,-58350000.0,Sturm,17,Ivan Toney,1996-03-16,England,35000000.0,27,England,very international,4,0
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Torwart,1,Péter Gulácsi,1990-05-06,Ungarn,5000000.0,33,Deutschland,very international,1,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Torwart,21,Janis Blaswich,1991-05-02,Deutschland,2500000.0,32,Deutschland,very international,1,0
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Torwart,25,Leopold Zingerle,1994-04-10,Deutschland,400000.0,29,Deutschland,very international,1,0
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Torwart,36,Timo Schlieck,2006-03-02,Deutschland,200000.0,17,Deutschland,very international,1,0
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Abwehr,2,Mohamed Simakan,2000-05-03,Frankreich,25000000.0,23,Deutschland,very international,2,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Abwehr,4,Willi Orbán,1992-11-03,Ungarn,10000000.0,30,Deutschland,very international,2,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Abwehr,5,El Chadaille Bitshiabu,2005-05-16,Frankreich,7000000.0,18,Deutschland,very international,2,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Abwehr,22,David Raum,1998-04-22,Deutschland,14000000.0,25,Deutschland,very international,2,0
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Abwehr,39,Benjamin Henrichs,1997-02-23,Deutschland,15000000.0,26,Deutschland,very international,2,0
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Abwehr,16,Lukas Klostermann,1996-06-03,Deutschland,12000000.0,27,Deutschland,very international,2,0
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,24,Xaver Schlager,1997-09-28,Österreich,22000000.0,25,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,13,Nicolas Seiwald,2001-05-04,Österreich,20000000.0,22,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,8,Amadou Haidara,1998-01-31,Mali,17000000.0,25,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,0,Ilaix Moriba,2003-01-19,Guinea,4000000.0,20,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,44,Kevin Kampl,1990-10-09,Slowenien,3500000.0,32,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,7,Dani Olmo,1998-05-07,Spanien,40000000.0,25,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,20,Xavi Simons,2003-04-21,Niederlande,40000000.0,20,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,14,Christoph Baumgartner,1999-08-01,Österreich,24000000.0,24,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,18,Fábio Carvalho,2002-08-30,Portugal,16000000.0,20,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,10,Emil Forsberg,1991-10-23,Schweden,7000000.0,31,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Mittelfeld,28,Caden Clark,2003-05-27,Vereinigte Staaten,2000000.0,20,Deutschland,very international,3,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Sturm,38,Hugo Novoa,2003-01-24,Spanien,4300000.0,20,Deutschland,very international,4,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Sturm,17,Loïs Openda,2000-02-16,Belgien,35000000.0,23,Deutschland,very international,4,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Sturm,11,Timo Werner,1996-03-06,Deutschland,25000000.0,27,Deutschland,very international,4,0
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Sturm,30,Benjamin Sesko,2003-05-31,Slowenien,24000000.0,20,Deutschland,very international,4,1
RasenBallsport Leipzig,26,24.7,Bundesliga,19,17,Red Bull Arena,47069,114700000.0,Sturm,9,Yussuf Poulsen,1994-06-15,Dänemark,7000000.0,29,Deutschland,very international,4,1
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Torwart,1,Álex Remiro,1995-03-24,Spanien,25000000.0,28,Spanien,international,1,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Torwart,13,Unai Marrero,2001-10-09,Spanien,250000.0,21,Spanien,international,1,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Abwehr,24,Robin Le Normand,1996-11-11,Spanien,35000000.0,26,Spanien,international,2,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Abwehr,5,Igor Zubeldia,1997-03-30,Spanien,15000000.0,26,Spanien,international,2,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Abwehr,6,Aritz Elustondo,1994-03-28,Spanien,14000000.0,29,Spanien,international,2,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Abwehr,20,Jon Pacheco,2001-01-08,Spanien,8000000.0,22,Spanien,international,2,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Abwehr,12,Aihen Muñoz,1997-08-16,Spanien,6000000.0,25,Spanien,international,2,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Abwehr,15,Diego Rico,1993-02-23,Spanien,3000000.0,30,Spanien,international,2,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Abwehr,4,Hamari Traoré,1992-01-27,Mali,10000000.0,31,Spanien,international,2,1
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Abwehr,18,Andoni Gorosabel,1996-08-04,Spanien,9000000.0,27,Spanien,international,2,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Abwehr,2,Álex Sola,1999-06-09,Spanien,3000000.0,24,Spanien,international,2,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Mittelfeld,3,Martín Zubimendi,1999-02-02,Spanien,40000000.0,24,Spanien,international,3,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Mittelfeld,8,Mikel Merino,1996-06-22,Spanien,50000000.0,27,Spanien,international,3,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Mittelfeld,22,Beñat Turrientes,2002-01-31,Spanien,2000000.0,21,Spanien,international,3,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Mittelfeld,0,Jon Ander Olasagasti,2000-08-16,Spanien,1000000.0,22,Spanien,international,3,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Mittelfeld,23,Brais Méndez,1997-01-07,Spanien,25000000.0,26,Spanien,international,3,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Mittelfeld,17,Robert Navarro,2002-04-12,Spanien,3000000.0,21,Spanien,international,3,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Mittelfeld,42,Pablo Marín,2003-07-03,Spanien,1000000.0,20,Spanien,international,3,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Sturm,10,Mikel Oyarzabal,1997-04-21,Spanien,40000000.0,26,Spanien,international,4,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Sturm,7,Ander Barrenetxea,2001-12-27,Spanien,6000000.0,21,Spanien,international,4,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Sturm,0,Martín Merquelanz,1995-06-12,Spanien,800000.0,28,Spanien,international,4,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Sturm,14,Takefusa Kubo,2001-06-04,Japan,25000000.0,22,Spanien,international,4,1
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Sturm,19,Umar Sadiq,1997-02-02,Nigeria,18000000.0,26,Spanien,international,4,1
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Sturm,21,André Silva,1995-11-06,Portugal,15000000.0,27,Spanien,international,4,1
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Sturm,11,Mohamed-Ali Cho,2004-01-19,Frankreich,12000000.0,19,Spanien,international,4,1
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Sturm,0,Jon Karrikaburu,2002-09-19,Spanien,5000000.0,20,Spanien,international,4,0
Real Sociedad San Sebastián,27,24.7,LaLiga,5,7,Reale Arena ,39313,6300000.0,Sturm,9,Carlos Fernández,1996-05-22,Spanien,3000000.0,27,Spanien,international,4,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Torwart,1,Jordan Pickford,1994-03-07,England,22000000.0,29,England,very international,1,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Torwart,12,João Virgínia,1999-10-10,Portugal,600000.0,23,England,very international,1,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Torwart,31,Andy Lonergan,1983-10-19,England,150000.0,39,England,very international,1,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Abwehr,6,James Tarkowski,1992-11-19,England,18000000.0,30,England,very international,2,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Abwehr,22,Ben Godfrey,1998-01-15,England,13000000.0,25,England,very international,2,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Abwehr,5,Michael Keane,1993-01-11,England,10000000.0,30,England,very international,2,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Abwehr,32,Jarrad Branthwaite,2002-06-27,England,10000000.0,21,England,very international,2,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Abwehr,4,Mason Holgate,1996-10-22,England,9000000.0,26,England,very international,2,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Abwehr,19,Vitaliy Mykolenko,1999-05-29,Ukraine,25000000.0,24,England,very international,2,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Abwehr,2,Nathan Patterson,2001-10-16,Schottland,16000000.0,21,England,very international,2,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Abwehr,23,Seamus Coleman,1988-10-11,Irland,1000000.0,34,England,very international,2,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Abwehr,18,Ashley Young,1985-07-09,England,600000.0,38,England,very international,2,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Mittelfeld,8,Amadou Onana,2001-08-16,Belgien,45000000.0,21,England,very international,3,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Mittelfeld,37,James Garner,2001-03-13,England,16000000.0,22,England,very international,3,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Mittelfeld,25,Jean-Philippe Gbamin,1995-09-25,Elfenbeinküste,4800000.0,27,England,very international,3,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Mittelfeld,21,André Gomes,1993-07-30,Portugal,16000000.0,30,England,very international,3,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Mittelfeld,16,Abdoulaye Doucouré,1993-01-01,Mali,12000000.0,30,England,very international,3,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Mittelfeld,27,Idrissa Gueye,1989-09-26,Senegal,5000000.0,33,England,very international,3,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Mittelfeld,17,Alex Iwobi,1996-05-03,Nigeria,28000000.0,27,England,very international,3,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Mittelfeld,20,Dele Alli,1996-04-11,England,8000000.0,27,England,very international,3,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Sturm,10,Arnaut Danjuma,1997-01-31,Niederlande,25000000.0,26,England,very international,4,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Sturm,7,Dwight McNeil,1999-11-22,England,20000000.0,23,England,very international,4,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Sturm,11,Demarai Gray,1996-06-28,Jamaika,20000000.0,27,England,very international,4,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Sturm,9,Dominic Calvert-Lewin,1997-03-16,England,25000000.0,26,England,very international,4,0
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Sturm,13,Neal Maupay,1996-08-14,Frankreich,10000000.0,26,England,very international,4,1
FC Everton,26,27.1,Premier League,14,9,Goodison Park,39571,36000000.0,Sturm,28,Thomas Cannon,2002-12-28,Irland,5000000.0,20,England,very international,4,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Torwart,23,Alphonse Areola,1993-02-27,Frankreich,8000000.0,30,England,very international,1,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Torwart,1,Lukasz Fabianski,1985-04-18,Polen,900000.0,38,England,very international,1,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Torwart,49,Joseph Anang,2000-06-08,England,100000.0,23,England,very international,1,0
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Abwehr,27,Nayef Aguerd,1996-03-30,Marokko,35000000.0,27,England,very international,2,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Abwehr,4,Kurt Zouma,1994-10-27,Frankreich,22000000.0,28,England,very international,2,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Abwehr,24,Thilo Kehrer,1996-09-21,Deutschland,18000000.0,26,England,very international,2,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Abwehr,21,Angelo Ogbonna,1988-05-23,Italien,900000.0,35,England,very international,2,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Abwehr,33,Emerson Palmieri,1994-08-03,Italien,12000000.0,29,England,very international,2,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Abwehr,3,Aaron Cresswell,1989-12-15,England,1200000.0,33,England,very international,2,0
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Abwehr,2,Ben Johnson,2000-01-24,England,10000000.0,23,England,very international,2,0
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Abwehr,5,Vladimir Coufal,1992-08-22,Tschechien,9000000.0,30,England,very international,2,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Mittelfeld,19,Edson Álvarez,1997-10-24,Mexiko,35000000.0,25,England,very international,3,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Mittelfeld,28,Tomas Soucek,1995-02-27,Tschechien,35000000.0,28,England,very international,3,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Mittelfeld,32,Conor Coventry,2000-03-25,Irland,1800000.0,23,England,very international,3,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Mittelfeld,12,Flynn Downes,1999-01-20,England,9000000.0,24,England,very international,3,0
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Mittelfeld,10,Lucas Paquetá,1997-08-27,Brasilien,45000000.0,25,England,very international,3,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Mittelfeld,8,Pablo Fornals,1996-02-22,Spanien,22000000.0,27,England,very international,3,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Sturm,22,Saïd Benrahma,1995-08-10,Algerien,25000000.0,28,England,very international,4,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Sturm,17,Maxwel Cornet,1996-09-27,Elfenbeinküste,12000000.0,26,England,very international,4,1
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Sturm,20,Jarrod Bowen,1996-12-20,England,38000000.0,26,England,very international,4,0
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Sturm,18,Danny Ings,1992-07-23,England,12000000.0,31,England,very international,4,0
West Ham United,22,28.1,Premier League,16,12,London Stadium,62500,118400000.0,Sturm,9,Michail Antonio,1990-03-28,Jamaika,7000000.0,33,England,very international,4,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Torwart,1,José Sá,1993-01-17,Portugal,18000000.0,30,England,extremly international,1,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Torwart,25,Daniel Bentley,1993-07-13,England,2000000.0,30,England,extremly international,1,0
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Torwart,40,Tom King,1995-03-09,Wales,175000.0,28,England,extremly international,1,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Abwehr,23,Max Kilman,1997-05-23,England,30000000.0,26,England,extremly international,2,0
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Abwehr,24,Toti,1999-01-16,Portugal,6000000.0,24,England,extremly international,2,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Abwehr,15,Craig Dawson,1990-05-06,England,2000000.0,33,England,extremly international,2,0
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Abwehr,3,Rayan Aït-Nouri,2001-06-06,Algerien,22000000.0,22,England,extremly international,2,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Abwehr,19,Jonny Otto,1994-03-03,Spanien,13000000.0,29,England,extremly international,2,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Abwehr,64,Hugo Bueno,2002-09-18,Spanien,6000000.0,20,England,extremly international,2,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Abwehr,22,Nélson Semedo,1993-11-16,Portugal,15000000.0,29,England,extremly international,2,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Abwehr,2,Matt Doherty,1992-01-16,Irland,5000000.0,31,England,extremly international,2,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Abwehr,0,Bendegúz Bolla,1999-11-22,Ungarn,2700000.0,23,England,extremly international,2,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Mittelfeld,5,Mario Lemina,1993-09-01,Gabun,10000000.0,29,England,extremly international,3,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Mittelfeld,6,Boubacar Traoré,2001-08-20,Mali,5000000.0,21,England,extremly international,3,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Mittelfeld,59,Joe Hodge,2002-09-14,Irland,2000000.0,20,England,extremly international,3,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Mittelfeld,27,Matheus Nunes,1998-08-27,Portugal,45000000.0,24,England,extremly international,3,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Mittelfeld,35,João Gomes,2001-02-12,Brasilien,18000000.0,22,England,extremly international,3,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Mittelfeld,0,Bruno Jordão,1998-10-12,Portugal,1300000.0,24,England,extremly international,3,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Sturm,17,Gonçalo Guedes,1996-11-29,Portugal,23000000.0,26,England,extremly international,4,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Sturm,10,Daniel Podence,1995-10-21,Portugal,20000000.0,27,England,extremly international,4,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Sturm,7,Pedro Neto,2000-03-09,Portugal,28000000.0,23,England,extremly international,4,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Sturm,21,Pablo Sarabia,1992-05-11,Spanien,14000000.0,31,England,extremly international,4,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Sturm,12,Matheus Cunha,1999-05-27,Brasilien,25000000.0,24,England,extremly international,4,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Sturm,18,Sasa Kalajdzic,1997-07-07,Österreich,15000000.0,26,England,extremly international,4,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Sturm,29,Fábio Silva,2002-07-19,Portugal,13000000.0,21,England,extremly international,4,1
Wolverhampton Wanderers,26,25.8,Premier League,23,14,Molineux Stadium,32049,44700000.0,Sturm,11,Hee-chan Hwang,1996-01-26,Südkorea,12000000.0,27,England,extremly international,4,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Torwart,29,Marco Carnesecchi,2000-07-01,Italien,13000000.0,23,Italien,very international,1,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Torwart,1,Juan Musso,1994-05-06,Argentinien,8000000.0,29,Italien,very international,1,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Torwart,31,Francesco Rossi,1991-04-27,Italien,100000.0,32,Italien,very international,1,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,42,Giorgio Scalvini,2003-12-11,Italien,40000000.0,19,Italien,very international,2,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,28,Merih Demiral,1998-03-05,Türkei,20000000.0,25,Italien,very international,2,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,5,Caleb Okoli,2001-07-13,Italien,10000000.0,22,Italien,very international,2,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,19,Berat Djimsiti,1993-02-19,Albanien,10000000.0,30,Italien,very international,2,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,2,Rafael Tolói,1990-10-10,Italien,6000000.0,32,Italien,very international,2,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,6,José Luis Palomino,1990-01-05,Argentinien,2500000.0,33,Italien,very international,2,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,43,Giovanni Bonfanti,2003-01-17,Italien,100000.0,20,Italien,very international,2,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,3,Joakim Maehle,1997-05-20,Dänemark,14000000.0,26,Italien,very international,2,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,20,Mitchel Bakker,2000-06-20,Niederlande,9000000.0,23,Italien,very international,2,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,23,Sead Kolasinac,1993-06-20,Bosnien-Herzegowina,8000000.0,30,Italien,very international,2,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,22,Matteo Ruggeri,2002-07-11,Italien,4000000.0,21,Italien,very international,2,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,93,Brandon Soppy,2002-02-21,Frankreich,9000000.0,21,Italien,very international,2,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,77,Davide Zappacosta,1992-06-11,Italien,7000000.0,31,Italien,very international,2,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,33,Hans Hateboer,1994-01-09,Niederlande,6000000.0,29,Italien,very international,2,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,21,Nadir Zortea,1999-06-19,Italien,2000000.0,24,Italien,very international,2,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Abwehr,45,Davide Ghislandi,2001-06-16,Italien,200000.0,22,Italien,very international,2,0
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Mittelfeld,7,Teun Koopmeiners,1998-02-28,Niederlande,30000000.0,25,Italien,very international,3,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Mittelfeld,15,Marten de Roon,1991-03-29,Niederlande,10000000.0,32,Italien,very international,3,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Mittelfeld,13,Éderson,1999-07-07,Brasilien,20000000.0,24,Italien,very international,3,1
Atalanta Bergamo,35,25.9,Serie A,22,14,Gewiss Stadium,21747,55500000.0,Mittelfeld,0,Michel Adopo,2000-07-19,Frankreich,500000.0,23,Italien,very international,3,1
