club_name,club_number_player,club_avg_age,club_league,club_number_foreign_players,club_number_national_players,club_stadium,club_stadium_seats,club_current_transfer_balance,player_position,player_number,player_name,player_dob,player_country,player_value
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Torwart,31,Ederson,17.08.1993 (29),Brasilien,"40,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Torwart,18,Stefan Ortega,06.11.1992 (30),Deutschland,"9,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Torwart,13,Zack Steffen,02.04.1995 (28),Vereinigte Staaten,"3,50 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Torwart,33,Scott Carson,03.09.1985 (37),England,200 Tsd. €
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,3,Rúben Dias,14.05.1997 (26),Portugal,"80,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,24,Josko Gvardiol,23.01.2002 (21),Kroatien,"75,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,6,Nathan Aké,18.02.1995 (28),Niederlande,"42,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,5,John Stones,28.05.1994 (29),England,"40,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,25,Manuel Akanji,19.07.1995 (28),Schweiz,"38,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,14,Aymeric Laporte,27.05.1994 (29),Spanien,"25,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,78,Taylor Harwood-Bellis,30.01.2002 (21),England,"25,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,21,Sergio Gómez,04.09.2000 (22),Spanien,"13,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,7,João Cancelo,27.05.1994 (29),Portugal,"50,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,82,Rico Lewis,21.11.2004 (18),England,"20,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Abwehr,2,Kyle Walker,28.05.1990 (33),England,"13,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Mittelfeld,16,Rodri,22.06.1996 (27),Spanien,"90,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Mittelfeld,4,Kalvin Phillips,02.12.1995 (27),England,"32,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Mittelfeld,32,Máximo Perrone,07.01.2003 (20),Argentinien,"10,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Mittelfeld,8,Mateo Kovacic,06.05.1994 (29),Kroatien,"38,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Mittelfeld,87,James McAtee,18.10.2002 (20),England,"12,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Mittelfeld,20,Bernardo Silva,10.08.1994 (29),Portugal,"80,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Mittelfeld,17,Kevin De Bruyne,28.06.1991 (32),Belgien,"70,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Mittelfeld,80,Cole Palmer,06.05.2002 (21),England,"18,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Sturm,47,Phil Foden,28.05.2000 (23),England,"110,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Sturm,10,Jack Grealish,10.09.1995 (27),England,"75,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Sturm,9,Erling Haaland,21.07.2000 (23),Norwegen,"180,00 Mio. €"
Manchester City,27,"26,3",Premier League,17,19,Etihad Stadium,55.017 Plätze,"-79,10 Mio. €",Sturm,19,Julián Álvarez,31.01.2000 (23),Argentinien,"60,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Torwart,1,Aaron Ramsdale,14.05.1998 (25),England,"40,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Torwart,33,Arthur Okonkwo,09.09.2001 (21),England,"2,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Torwart,13,Rúnar Alex Rúnarsson,18.02.1995 (28),Island,"1,50 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Torwart,31,Karl Hein,13.04.2002 (21),Estland,"1,50 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,2,William Saliba,24.03.2001 (22),Frankreich,"65,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,6,Gabriel Magalhães,19.12.1997 (25),Brasilien,"55,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,12,Jurrien Timber,17.06.2001 (22),Niederlande,"42,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,15,Jakub Kiwior,15.02.2000 (23),Polen,"25,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,16,Rob Holding,20.09.1995 (27),England,"8,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,35,Oleksandr Zinchenko,15.12.1996 (26),Ukraine,"42,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,3,Kieran Tierney,05.06.1997 (26),Schottland,"25,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,20,Nuno Tavares,26.01.2000 (23),Portugal,"18,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,4,Ben White,08.10.1997 (25),England,"55,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,18,Takehiro Tomiyasu,05.11.1998 (24),Japan,"25,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Abwehr,17,Cédric Soares,31.08.1991 (31),Portugal,"3,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Mittelfeld,41,Declan Rice,14.01.1999 (24),England,"90,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Mittelfeld,5,Thomas Partey,13.06.1993 (30),Ghana,"35,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Mittelfeld,20,Jorginho,20.12.1991 (31),Italien,"25,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Mittelfeld,25,Mohamed Elneny,11.07.1992 (31),Ägypten,"6,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Mittelfeld,23,Albert Sambi Lokonga,22.10.1999 (23),Belgien,"15,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Mittelfeld,8,Martin Ødegaard,17.12.1998 (24),Norwegen,"90,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Mittelfeld,29,Kai Havertz,11.06.1999 (24),Deutschland,"55,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Mittelfeld,10,Emile Smith Rowe,28.07.2000 (23),England,"35,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Mittelfeld,21,Fábio Vieira,30.05.2000 (23),Portugal,"25,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Sturm,11,Gabriel Martinelli,18.06.2001 (22),Brasilien,"80,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Sturm,19,Leandro Trossard,04.12.1994 (28),Belgien,"35,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Sturm,7,Bukayo Saka,05.09.2001 (21),England,"120,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Sturm,-,Nicolas Pépé,29.05.1995 (28),Elfenbeinküste,"18,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Sturm,24,Reiss Nelson,10.12.1999 (23),England,"12,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Sturm,27,Marquinhos,07.04.2003 (20),Brasilien,"12,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Sturm,9,Gabriel Jesus,03.04.1997 (26),Brasilien,"75,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Sturm,26,Folarin Balogun,03.07.2001 (22),Vereinigte Staaten,"30,00 Mio. €"
FC Arsenal,33,"24,7",Premier League,24,22,Emirates Stadium,60.704 Plätze,"-197,75 Mio. €",Sturm,14,Eddie Nketiah,30.05.1999 (24),England,"25,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Torwart,99,Gianluigi Donnarumma,25.02.1999 (24),Italien,"45,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Torwart,40,Arnau Tenas,30.05.2001 (22),Spanien,"5,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Torwart,1,Keylor Navas,15.12.1986 (36),Costa Rica,"4,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Torwart,16,Sergio Rico,01.09.1993 (29),Spanien,"3,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Torwart,30,Alexandre Letellier,11.12.1990 (32),Frankreich,300 Tsd. €
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,5,Marquinhos,14.05.1994 (29),Brasilien,"65,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,37,Milan Skriniar,11.02.1995 (28),Slowakei,"50,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,21,Lucas Hernández,14.02.1996 (27),Frankreich,"45,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,3,Presnel Kimpembe,13.08.1995 (27),Frankreich,"28,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,22,Abdou Diallo,04.05.1996 (27),Senegal,"10,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,25,Nuno Mendes,19.06.2002 (21),Portugal,"65,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,14,Juan Bernat,01.03.1993 (30),Spanien,"10,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,32,Layvin Kurzawa,04.09.1992 (30),Frankreich,"3,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,36,Serif Nhaga,01.09.2005 (17),Portugal,150 Tsd. €
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,2,Achraf Hakimi,04.11.1998 (24),Marokko,"65,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,26,Nordi Mukiele,01.11.1997 (25),Frankreich,"18,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,29,Timothée Pembélé,09.09.2002 (20),Frankreich,"5,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Abwehr,-,Colin Dagba,09.09.1998 (24),Frankreich,"4,50 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,4,Manuel Ugarte,11.04.2001 (22),Uruguay,"50,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,-,Leandro Paredes,29.06.1994 (29),Argentinien,"12,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,15,Danilo Pereira,09.09.1991 (31),Portugal,"10,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,17,Vitinha,13.02.2000 (23),Portugal,"42,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,6,Marco Verratti,05.11.1992 (30),Italien,"40,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,8,Fabián Ruiz,03.04.1996 (27),Spanien,"32,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,28,Carlos Soler,02.01.1997 (26),Spanien,"25,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,33,Warren Zaïre-Emery,08.03.2006 (17),Frankreich,"20,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,18,Renato Sanches,18.08.1997 (25),Portugal,"15,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,-,Georginio Wijnaldum,11.11.1990 (32),Niederlande,"8,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,38,Edouard Michut,04.03.2003 (20),Frankreich,"2,50 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,27,Cher Ndour,27.07.2004 (19),Italien,"1,50 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,19,Kang-in Lee,19.02.2001 (22),Südkorea,"22,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Mittelfeld,35,Ismaël Gharbi,10.04.2004 (19),Spanien,"5,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Sturm,10,Neymar,05.02.1992 (31),Brasilien,"60,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Sturm,34,Julian Draxler,20.09.1993 (29),Deutschland,"6,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Sturm,11,Marco Asensio,21.01.1996 (27),Spanien,"25,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Sturm,7,Kylian Mbappé,20.12.1998 (24),Frankreich,"180,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Sturm,9,Gonçalo Ramos,20.06.2001 (22),Portugal,"50,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Sturm,44,Hugo Ekitiké,20.06.2002 (21),Frankreich,"20,00 Mio. €"
FC Paris Saint-Germain,39,"25,3",Ligue 1,27,22,Parc des Princes,49.691 Plätze,"-128,00 Mio. €",Sturm,39,Ilyes Housni,14.05.2005 (18),Frankreich,"3,50 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Torwart,1,Thibaut Courtois,11.05.1992 (31),Belgien,"45,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Torwart,13,Andriy Lunin,11.02.1999 (24),Ukraine,"5,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Abwehr,3,Éder Militão,18.01.1998 (25),Brasilien,"70,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Abwehr,4,David Alaba,24.06.1992 (31),Österreich,"40,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Abwehr,22,Antonio Rüdiger,03.03.1993 (30),Deutschland,"32,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Abwehr,6,Nacho Fernández,18.01.1990 (33),Spanien,"6,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Abwehr,23,Ferland Mendy,08.06.1995 (28),Frankreich,"25,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Abwehr,20,Fran García,14.08.1999 (23),Spanien,"12,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Abwehr,2,Daniel Carvajal,11.01.1992 (31),Spanien,"12,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Abwehr,17,Lucas Vázquez,01.07.1991 (32),Spanien,"8,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Abwehr,16,Álvaro Odriozola,14.12.1995 (27),Spanien,"5,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,18,Aurélien Tchouaméni,27.01.2000 (23),Frankreich,"85,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,5,Jude Bellingham,29.06.2003 (20),England,"120,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,15,Federico Valverde,22.07.1998 (25),Uruguay,"100,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,12,Eduardo Camavinga,10.11.2002 (20),Frankreich,"85,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,8,Toni Kroos,04.01.1990 (33),Deutschland,"15,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,19,Dani Ceballos,07.08.1996 (27),Spanien,"12,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,10,Luka Modric,09.09.1985 (37),Kroatien,"10,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,21,Brahim Díaz,03.08.1999 (24),Spanien,"20,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,24,Arda Güler,25.02.2005 (18),Türkei,"15,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Mittelfeld,30,Reinier,19.01.2002 (21),Brasilien,"2,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Sturm,7,Vinicius Junior,12.07.2000 (23),Brasilien,"150,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Sturm,11,Rodrygo,09.01.2001 (22),Brasilien,"100,00 Mio. €"
Real Madrid,24,"26,7",LaLiga,16,19,Santiago Bernabéu,81.044 Plätze,"-124,50 Mio. €",Sturm,14,Joselu,27.03.1990 (33),Spanien,"6,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Torwart,31,Robert Sánchez,18.11.1997 (25),Spanien,"22,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Torwart,1,Kepa Arrizabalaga,03.10.1994 (28),Spanien,"18,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Torwart,13,Marcus Bettinelli,24.05.1992 (31),England,"1,50 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,33,Wesley Fofana,17.12.2000 (22),Frankreich,"55,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,5,Benoît Badiashile,26.03.2001 (22),Frankreich,"40,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,26,Levi Colwill,26.02.2003 (20),England,"35,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,2,Axel Disasi,11.03.1998 (25),Frankreich,"30,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,14,Trevoh Chalobah,05.07.1999 (24),England,"18,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,-,Malang Sarr,23.01.1999 (24),Frankreich,"6,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,6,Thiago Silva,22.09.1984 (38),Brasilien,"2,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,3,Marc Cucurella,22.07.1998 (25),Spanien,"35,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,21,Ben Chilwell,21.12.1996 (26),England,"35,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,29,Ian Maatsen,10.03.2002 (21),Niederlande,"12,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,67,Lewis Hall,08.09.2004 (18),England,"10,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,24,Reece James,08.12.1999 (23),England,"65,00 Mio. €"
FC Chelsea,30,"23,8",Premier League,19,18,Stamford Bridge,40.853 Plätze,"+46,90 Mio. €",Abwehr,27,Malo Gusto,19.05.2003 (20),Frankreich,"25,00 Mio. €"
